wals.code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
sna	shin1264	Shina	36	74	Eurasia	Indic	Indo-European	FALSE	FALSE
crh	chru1239	Chru	11.5	108.5	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
yta	noga1249	Yurt Tatar	46.33333333	48.5	Eurasia	Turkic	Altaic	FALSE	FALSE
tlb	noga1249	Tatar-Noghay (Alabugat)	47.41666667	45.66666667	Eurasia	Turkic	Altaic	FALSE	FALSE
nok	noga1249	Noghay (Karagash)	47.5	47.25	Eurasia	Turkic	Altaic	FALSE	FALSE
nog	noga1249	Noghay	44	46	Eurasia	Turkic	Altaic	FALSE	FALSE
jah	jeha1242	Jahai	5.75	101.5	Eurasia	Aslian	Austro-Asiatic	FALSE	FALSE
rwe	wels1246	Romani (Welsh)	52	-4	Eurasia	Indic	Indo-European	FALSE	FALSE
rka	vlax1238	Romani (Kalderash)	45	21	Eurasia	Indic	Indo-European	FALSE	FALSE
rav	balk1252	Romani (Ajia Varvara)	38	23.58333333	Eurasia	Indic	Indo-European	FALSE	FALSE
rnr	balt1257	Romani (North Russian)	60	38	Eurasia	Indic	Indo-European	FALSE	FALSE
rbu	balk1252	Romani (Bugurdzi)	42.66666667	21.16666667	Eurasia	Indic	Indo-European	FALSE	FALSE
rlo	vlax1238	Romani (Lovari)	47	21.5	Eurasia	Indic	Indo-European	FALSE	FALSE
rbg	sint1235	Romani (Burgenland)	47.5	16.5	Eurasia	Indic	Indo-European	FALSE	FALSE
lur	nort2645	Luri	33.5	48.5	Eurasia	Iranian	Indo-European	FALSE	FALSE
uyg	uigh1240	Uyghur	40	80	Eurasia	Turkic	Altaic	FALSE	FALSE
ktz	kati1270	Kati (in Afghanistan)	35.5	70	Eurasia	Nuristani	Indo-European	FALSE	FALSE
khg	khal1275	Khaling	27.5	86.66666667	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
mgl	ming1252	Mingrelian	42.5	42	Eurasia	Kartvelian	Kartvelian	FALSE	FALSE
cze	czec1258	Czech	50	15	Eurasia	Slavic	Indo-European	FALSE	FALSE
psh	cent1973	Pashto	33	67	Eurasia	Iranian	Indo-European	FALSE	FALSE
kuv	kuvi1243	Kuvi	18.75	82.66666667	Eurasia	South-Central Dravidian	Dravidian	FALSE	FALSE
raw	rawa1265	Rawang	27.5	97.5	Eurasia	Nungish	Sino-Tibetan	FALSE	FALSE
ttb	tata1255	Tatar (Baraba)	55.33333333	78.33333333	Eurasia	Turkic	Altaic	FALSE	FALSE
tmi	tata1255	Tatar (Mishar)	55.5	49	Eurasia	Turkic	Altaic	FALSE	FALSE
tvo	tata1255	Tatar	56	49.5	Eurasia	Turkic	Altaic	FALSE	FALSE
lao	laoo1244	Lao	18	103	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
lch	lach1248	Lachi	22.66666667	104.8333333	Eurasia	Kadai	Tai-Kadai	FALSE	FALSE
skw	shek1243	Shekhawati	28	75.5	Eurasia	Indic	Indo-European	FALSE	FALSE
srd	camp1261	Sardinian	40	9	Eurasia	Romance	Indo-European	FALSE	FALSE
khs	khas1269	Khasi	25.5	92	Eurasia	Khasian	Austro-Asiatic	FALSE	TRUE
kfy	kirg1245	Kirghiz (Fu-Yu)	47.75	124.4166667	Eurasia	Turkic	Altaic	FALSE	FALSE
kgz	kirg1245	Kirghiz	42	75	Eurasia	Turkic	Altaic	FALSE	FALSE
awd	awad1243	Awadhi	27.5	81.5	Eurasia	Indic	Indo-European	FALSE	FALSE
mto	kuma1274	Malto	25	87.33333333	Eurasia	Northern Dravidian	Dravidian	FALSE	FALSE
shr	shor1247	Shor	53	88	Eurasia	Turkic	Altaic	FALSE	FALSE
krz	kryt1240	Kryz	41.08333333	48	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
kas	kash1277	Kashmiri	34	76	Eurasia	Indic	Indo-European	FALSE	FALSE
ath	athp1241	Athpare	27	87.33333333	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
grw	kala1399	Greenlandic (West)	64	-51	Eurasia	Eskimo	Eskimo-Aleut	TRUE	TRUE
gre	kala1399	Greenlandic (East)	65	-40	Eurasia	Eskimo	Eskimo-Aleut	FALSE	FALSE
gso	kala1399	Greenlandic (South)	60	-44	Eurasia	Eskimo	Eskimo-Aleut	FALSE	FALSE
smj	sema1266	Semai	4.333333333	101.6666667	Eurasia	Aslian	Austro-Asiatic	FALSE	FALSE
sre	koho1244	Sre	11.5	108	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
plb	pola1255	Polabian	51	12.83333333	Eurasia	Slavic	Indo-European	FALSE	FALSE
yzv	komi1268	Yazva	65	55	Eurasia	Permic	Uralic	FALSE	FALSE
kzy	komi1268	Komi-Zyrian	65	55	Eurasia	Permic	Uralic	FALSE	FALSE
noc	noct1238	Nocte	27	95.5	Eurasia	Northern Naga	Sino-Tibetan	FALSE	FALSE
ski	kild1236	Saami (Kildin)	67	37	Eurasia	Saami	Uralic	FALSE	FALSE
spc	stan1288	Spanish (Canary Islands)	28	-15.58333333	Eurasia	Romance	Indo-European	FALSE	FALSE
ast	astu1245	Asturian	43.25	-6	Eurasia	Romance	Indo-European	FALSE	FALSE
spa	stan1288	Spanish	40	-4	Eurasia	Romance	Indo-European	TRUE	TRUE
gag	gaga1249	Gagauz	46.33333333	28.66666667	Eurasia	Turkic	Altaic	FALSE	FALSE
shy	east2337	Shira Yughur	38	99	Eurasia	Mongolic	Altaic	FALSE	FALSE
mai	mait1250	Maithili	26	86	Eurasia	Indic	Indo-European	FALSE	FALSE
gae	scot1245	Gaelic (Scots)	57	-4	Eurasia	Celtic	Indo-European	FALSE	FALSE
kur	kuru1302	Kurukh	22.83333333	85.5	Eurasia	Northern Dravidian	Dravidian	FALSE	FALSE
zaz	diml1238	Zazaki	39	41	Eurasia	Iranian	Indo-European	FALSE	FALSE
pac	paco1243	Pacoh	16.41666667	107.0833333	Eurasia	Katuic	Austro-Asiatic	FALSE	FALSE
mlm	mlab1235	Mlabri (Minor)	18.5	101	Eurasia	Khmuic	Austro-Asiatic	FALSE	FALSE
drm	darm1243	Darma	30	79.75	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
ene	enet1250	Enets	67.5	86.5	Eurasia	Samoyedic	Uralic	FALSE	FALSE
nai	nana1257	Nanai	49.5	137	Eurasia	Tungusic	Altaic	FALSE	FALSE
gdb	bodo1267	Gutob	19	83.66666667	Eurasia	Munda	Austro-Asiatic	FALSE	FALSE
gpz	swis1247	German (Appenzell)	47.33333333	9.333333333	Eurasia	Germanic	Indo-European	FALSE	FALSE
gba	bava1246	German (Bavarian)	49	11.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
gbl	stan1295	German (Berlin)	52.5	13.33333333	Eurasia	Germanic	Indo-European	FALSE	FALSE
gbe	swis1247	German (Bern)	47	7.416666667	Eurasia	Germanic	Indo-European	FALSE	FALSE
gha	stan1295	German (Hannover)	52.41666667	9.666666667	Eurasia	Germanic	Indo-European	FALSE	FALSE
gma	stan1295	German (Mansfeldisch)	51.58333333	11.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
gos	swis1247	German (Ostschweiz)	47.41666667	9.25	Eurasia	Germanic	Indo-European	FALSE	FALSE
grp	kols1241	German (Ripuarian)	51	7	Eurasia	Germanic	Indo-European	FALSE	FALSE
gth	stan1295	German (Thuringian)	51	11	Eurasia	Germanic	Indo-European	FALSE	FALSE
gti	stan1295	German (Timisoara)	45.75	21.25	Eurasia	Germanic	Indo-European	FALSE	FALSE
gau	bava1246	German (Upper Austrian)	47	14	Eurasia	Germanic	Indo-European	FALSE	FALSE
gwe	west2356	German (Westphalian)	52	7.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
gzu	swis1247	German (Zurich)	47.41666667	8.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
gvi	bava1246	German (Viennese)	48.16666667	16.33333333	Eurasia	Germanic	Indo-European	FALSE	FALSE
gtg	swis1247	German (Thurgau)	47.58333333	9.166666667	Eurasia	Germanic	Indo-European	FALSE	FALSE
ger	stan1295	German	52	10	Eurasia	Germanic	Indo-European	TRUE	TRUE
sml	seme1247	Semelai	3	103	Eurasia	Aslian	Austro-Asiatic	FALSE	TRUE
deu	deor1238	Deuri	26	90.25	Eurasia	Bodo-Garo	Sino-Tibetan	FALSE	FALSE
bos	bosn1245	Bosnian	43	18	Eurasia	Slavic	Indo-European	FALSE	FALSE
scr	sout1528	Serbian-Croatian	44	19	Eurasia	Slavic	Indo-European	FALSE	FALSE
mul	mula1253	Mulao	25	108	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
liv	livv1244	Liv	56.83333333	24	Eurasia	Finnic	Uralic	FALSE	FALSE
chs	siyi1240	Chin (Siyin)	23.83333333	94	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
mlc	mala1533	Malacca Creole	2.2	102.25	Eurasia	Creoles and Pidgins	other	FALSE	FALSE
ace	achi1257	Acehnese	5.5	95.5	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
hmo	huam1250	Hmong Njua	28	105	Eurasia	Hmong-Mien	Hmong-Mien	TRUE	TRUE
hmd	hmon1333	Hmong Daw	26	105	Eurasia	Hmong-Mien	Hmong-Mien	FALSE	FALSE
gon	sout2711	Gondi	19	81	Eurasia	South-Central Dravidian	Dravidian	FALSE	FALSE
nnc	cent1990	Nancowry	8.05	93.5	Eurasia	Nicobarese	Austro-Asiatic	FALSE	FALSE
nca	carn1240	Nicobarese (Car)	9	93	Eurasia	Nicobarese	Austro-Asiatic	FALSE	FALSE
nic	cent1990	Nicobarese	7	93.83333333	Eurasia	Nicobarese	Austro-Asiatic	FALSE	FALSE
kol	kola1242	Kolami	20	78.5	Eurasia	Central Dravidian	Dravidian	FALSE	FALSE
axv	akhv1239	Akhvakh	42.33333333	46.33333333	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	FALSE
vie	viet1252	Vietnamese	10.5	106.5	Eurasia	Viet-Muong	Austro-Asiatic	TRUE	TRUE
pte	pait1244	Paite	24	93.16666667	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
khm	cent1989	Khmer	12.5	105	Eurasia	Khmer	Austro-Asiatic	FALSE	TRUE
ytu	nort2745	Yukaghir (Tundra)	69	155	Eurasia	Yukaghir	Yukaghir	FALSE	FALSE
yko	sout2750	Yukaghir (Kolyma)	65.75	150.8333333	Eurasia	Yukaghir	Yukaghir	FALSE	TRUE
itn	neap1235	Italian (Napolitanian)	40.91666667	14.25	Eurasia	Romance	Indo-European	FALSE	FALSE
itu	piem1238	Italian (Turinese)	45	7.666666667	Eurasia	Romance	Indo-European	FALSE	FALSE
ifi	ital1282	Italian (Fiorentino)	43.75	11.25	Eurasia	Romance	Indo-European	FALSE	FALSE
itb	emil1241	Italian (Bologna)	44.5	11.33333333	Eurasia	Romance	Indo-European	FALSE	FALSE
itg	ligu1248	Italian (Genoa)	44.41666667	8.95	Eurasia	Romance	Indo-European	FALSE	FALSE
ita	ital1282	Italian	43	12	Eurasia	Romance	Indo-European	FALSE	FALSE
akb	akab1249	Aka-Biada	11.66666667	92.5	Eurasia	Great Andamanese	Great Andamanese	FALSE	FALSE
lak	lakk1252	Lak	42.16666667	47.16666667	Eurasia	Lak-Dargwa	Nakh-Daghestanian	FALSE	TRUE
uzn	nort2690	Uzbek (Northern)	40.66666667	66.5	Eurasia	Turkic	Altaic	FALSE	FALSE
uzb	uzbe1247	Uzbek	39	66	Eurasia	Turkic	Altaic	FALSE	FALSE
ket	kett1243	Ket	64	87	Eurasia	Yeniseian	Yeniseian	FALSE	TRUE
chd	chau1259	Chaudangsi	30	80.25	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
yna	nauk1242	Yupik (Naukan)	66	-172	Eurasia	Eskimo	Eskimo-Aleut	FALSE	FALSE
knd	nucl1305	Kannada	14	76	Eurasia	Southern Dravidian	Dravidian	TRUE	TRUE
sey	sese1246	Seychelles Creole	-4.75	55.5	Eurasia	Creoles and Pidgins	other	FALSE	FALSE
urd	urdu1245	Urdu	25	67	Eurasia	Indic	Indo-European	FALSE	FALSE
nyk	tukp1239	Nyamkad	32	78.5	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
mns	mans1258	Mansi	62	62	Eurasia	Ugric	Uralic	FALSE	FALSE
lux	luxe1241	Luxemburgeois	49.83333333	6.166666667	Eurasia	Germanic	Indo-European	FALSE	FALSE
orm	ormu1247	Ormuri	32.5	69.75	Eurasia	Iranian	Indo-European	FALSE	FALSE
apt	apat1240	Apatani	27.5	93.75	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
ptt	patt1248	Pattani	32.75	76.75	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tel	telu1262	Telugu	16	79	Eurasia	South-Central Dravidian	Dravidian	FALSE	FALSE
sui	suii1243	Sui	26	107.5	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
jng	kach1280	Jingpho	25.41666667	97	Eurasia	Jingpho	Sino-Tibetan	FALSE	FALSE
hba	hebr1245	Hebrew (Modern Ashkenazic)	31.75	35.16666667	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
heb	hebr1245	Hebrew (Modern)	31.5	34.83333333	Eurasia	Semitic	Afro-Asiatic	TRUE	TRUE
rad	rade1240	Rade	13	108.5	Eurasia	Malayo-Sumbawan	Austronesian	FALSE	FALSE
klg	kulu1253	Kulung	27.5	87	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
kmh	gama1251	Kham	28.5	82.75	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
qia	qian1264	Qiang	32	102.6666667	Eurasia	Qiangic	Sino-Tibetan	FALSE	FALSE
skp	selk1253	Selkup	65	82	Eurasia	Samoyedic	Uralic	FALSE	FALSE
ksg	sgaw1245	Karen (Sgaw)	18	97	Eurasia	Karen	Sino-Tibetan	FALSE	FALSE
prd	duru1236	Parji (Dravidian)	19.5	82.5	Eurasia	Central Dravidian	Dravidian	FALSE	FALSE
glc	gali1258	Galician	43	-8	Eurasia	Romance	Indo-European	FALSE	FALSE
thn	than1259	Thangmi	27.75	86	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
dbr	dutc1256	Dutch (Brabantic)	50.75	4.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
dli	dutc1256	Dutch (Limburg)	51	5.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
duz	zeeu1238	Dutch (Zeeuws)	51.5	3.75	Eurasia	Germanic	Indo-European	FALSE	FALSE
dut	dutc1256	Dutch	52.5	6	Eurasia	Germanic	Indo-European	FALSE	FALSE
vot	voti1245	Votic	59.5	30	Eurasia	Finnic	Uralic	FALSE	FALSE
mog	mogh1245	Moghol	35	62	Eurasia	Mongolic	Altaic	FALSE	FALSE
cml	caml1239	Camling	27	86.66666667	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
mnu	kimm1245	Mun	19	110	Eurasia	Hmong-Mien	Hmong-Mien	FALSE	FALSE
mie	iumi1238	Mien	25	111	Eurasia	Hmong-Mien	Hmong-Mien	FALSE	FALSE
sou	uppe1395	Sorbian (Upper)	51.83333333	14.5	Eurasia	Slavic	Indo-European	FALSE	FALSE
sap	sapu1248	Sapuan	15.16666667	106.8333333	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
khr	khar1287	Kharia	22.5	84.33333333	Eurasia	Munda	Austro-Asiatic	FALSE	FALSE
rom	roma1327	Romanian	46	25	Eurasia	Romance	Indo-European	FALSE	FALSE
ulc	ulch1241	Ulcha	52.25	140.3333333	Eurasia	Tungusic	Altaic	FALSE	FALSE
bod	bodo1269	Bodo	26.83333333	92	Eurasia	Bodo-Garo	Sino-Tibetan	FALSE	FALSE
arg	gulf1241	Arabic (Gulf)	26	49	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
arq	meso1252	Arabic (Iraqi)	33	44	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
arl	nort3139	Arabic (Lebanese)	34	36	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
ako	cypr1248	Arabic (Kormakiti)	35.25	33.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
ars	sana1295	Arabic (San'ani)	16	44	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
abh	baha1259	Arabic (Bahrain)	26	50.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
apa	sout3123	Arabic (Palestinian)	32	35.25	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
arh	hija1235	Arabic (Hijazi)	26	38	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
arv	sout3123	Arabic (Negev)	30.5	34.75	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
asy	nort3139	Arabic (Syrian)	34	38	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
abe	nort3139	Arabic (Beirut)	33.91666667	35.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
anl	nort3139	Arabic (North Levantine Spoken)	33.75	36	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
ite	itel1242	Itelmen	57	157.5	Eurasia	Southern Chukotko-Kamchatkan	Chukotko-Kamchatkan	FALSE	FALSE
occ	occi1239	Occitan	44	2	Eurasia	Romance	Indo-European	FALSE	FALSE
pro	occi1239	Provençal	44	6	Eurasia	Romance	Indo-European	FALSE	FALSE
ygn	yagn1238	Yaghnobi	39	69	Eurasia	Iranian	Indo-European	FALSE	FALSE
lad	lada1244	Ladakhi	34	78	Eurasia	Bodic	Sino-Tibetan	FALSE	TRUE
ydl	east2295	Yiddish (Lodz)	51.75	19.41666667	Eurasia	Germanic	Indo-European	FALSE	FALSE
ydb	east2295	Yiddish (Bessarabian)	47	28.5	Eurasia	Germanic	Indo-European	FALSE	FALSE
ylt	east2295	Yiddish (Lithuanian)	55	25	Eurasia	Germanic	Indo-European	FALSE	FALSE
ydd	yidd1255	Yiddish	52	23	Eurasia	Germanic	Indo-European	FALSE	FALSE
kuq	kumy1244	Kumyk	43	47.33333333	Eurasia	Turkic	Altaic	FALSE	FALSE
udi	udii1243	Udi	41	48	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
kty	khan1273	Khanty	65	65	Eurasia	Ugric	Uralic	FALSE	FALSE
eve	even1259	Evenki	56	125	Eurasia	Tungusic	Altaic	FALSE	TRUE
tsa	tsak1249	Tsakhur	41.66666667	47.16666667	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
kda	kond1295	Konda	19.5	83	Eurasia	South-Central Dravidian	Dravidian	FALSE	FALSE
mik	karb1241	Mikir	26.33333333	93.5	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
dol	dolg1241	Dolgan	71.25	98	Eurasia	Turkic	Altaic	FALSE	FALSE
arc	arch1244	Archi	42	46.83333333	Eurasia	Lezgic	Nakh-Daghestanian	FALSE	FALSE
hzb	hunz1247	Hunzib	42.16666667	46.25	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	FALSE	TRUE
bra	lave1249	Brao	14.16666667	107.5	Eurasia	Bahnaric	Austro-Asiatic	FALSE	FALSE
dgr	daur1238	Dagur	48	124	Eurasia	Mongolic	Altaic	FALSE	FALSE
mei	mani1292	Meithei	24.75	94	Eurasia	Kuki-Chin	Sino-Tibetan	TRUE	TRUE
lal	xish1235	Lalo	25	100.25	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
mwc	mawc1242	Mawchi	21.33333333	73.66666667	Eurasia	Indic	Indo-European	FALSE	FALSE
msg	misi1242	Mising	28.5	94.83333333	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
baw	bawm1236	Bawm	22.5	92.25	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	TRUE
mma	nucl1706	Mandaic (Modern)	31	48.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
akm	marm1234	Arakanese (Marma)	21.5	92.5	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
kkz	kukn1238	Kokni	20.75	73.5	Eurasia	Indic	Indo-European	FALSE	FALSE
cti	tedi1235	Chin (Tiddim)	23.33333333	93.66666667	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
yus	cent2128	Yupik (Siberian)	65	-173	Eurasia	Eskimo	Eskimo-Aleut	FALSE	FALSE
amd	amdo1237	Amdo	35	100	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
fuz	mind1253	Fuzhou	26	119.5	Eurasia	Chinese	Sino-Tibetan	FALSE	FALSE
tex	khor1269	Turkic (East-Central Xorasan)	37	59	Eurasia	Turkic	Altaic	FALSE	FALSE
twx	khor1269	Turkic (West Xorasan)	36.66666667	56	Eurasia	Turkic	Altaic	FALSE	FALSE
krd	cent1972	Kurdish (Central)	36	44	Eurasia	Iranian	Indo-European	FALSE	FALSE
bgi	bagr1243	Bagri	29.58333333	74.33333333	Eurasia	Indic	Indo-European	FALSE	FALSE
mmo	moks1248	Mordvin (Moksha)	54	44	Eurasia	Mordvin	Uralic	FALSE	FALSE
ksi	puoc1238	Ksingmul	21.08333333	104	Eurasia	Khmuic	Austro-Asiatic	FALSE	FALSE
ayn	ainu1251	Aynu	39.5	76	Eurasia	Turkic	Altaic	FALSE	FALSE
bgn	bugu1246	Bugun	27.5	92.58333333	Eurasia	Western Arunachal	Sino-Tibetan	FALSE	FALSE
lge	nort2627	Low German	53	10	Eurasia	Germanic	Indo-European	FALSE	FALSE
jin	jino1236	Jino	22	101	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
yug	yugh1239	Yugh	61	90	Eurasia	Yeniseian	Yeniseian	FALSE	FALSE
syg	west2402	Saryg Yughur	38.75	99.75	Eurasia	Turkic	Altaic	FALSE	FALSE
lno	ladi1251	Ladino	40	33	Eurasia	Romance	Indo-European	FALSE	FALSE
spi	tibe1272	Spitian	32.25	78	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
lse	span1263	Lengua de Señas Española	40	-3	Eurasia	Sign Languages	other	FALSE	FALSE
gan	apuc1241	Great Andamanese	12	92.66666667	Eurasia	Great Andamanese	Great Andamanese	FALSE	FALSE
bai	cent2004	Bai	26	100	Eurasia	Bai	Sino-Tibetan	FALSE	FALSE
kop	komi1269	Komi-Permyak	59.5	54.5	Eurasia	Permic	Uralic	FALSE	FALSE
dom	doma1258	Domari	32	35	Eurasia	Indic	Indo-European	FALSE	FALSE
nih	japa1238	Nihon Shuwa (Japanese Sign Language)	36	139	Eurasia	Sign Languages	other	FALSE	FALSE
brl	lowa1242	Baragaunle	28.83333333	83.83333333	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
jur	jurc1239	Jurchen	47	130	Eurasia	Tungusic	Altaic	FALSE	FALSE
vla	vlaa1235	Vlaamse Gebarentaal	51	4	Eurasia	Sign Languages	other	FALSE	FALSE
kac	kach1279	Kachari	26.5	91	Eurasia	Bodo-Garo	Sino-Tibetan	FALSE	FALSE
ams	stan1318	Arabic (Modern Standard)	25	42	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
yi	sich1238	Nuosu	28	103	Eurasia	Burmese-Lolo	Sino-Tibetan	FALSE	FALSE
she	sher1255	Sherpa	27.75	86.83333333	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
pum	pumi1242	Pumi	28	101	Eurasia	Qiangic	Sino-Tibetan	FALSE	FALSE
mrc	rong1264	Marchha	30.25	79.58333333	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
ipi	indi1237	Indo-Pakistani Sign Language (Indian dialects)	24	80	Eurasia	Sign Languages	other	FALSE	FALSE
wec	wels1247	Welsh (Colloquial)	52.75	-3.5833	Eurasia	Celtic	Indo-European	FALSE	FALSE
arj	gulf1241	Arabic (Kuwaiti)	29.5	47.5	Eurasia	Semitic	Afro-Asiatic	FALSE	FALSE
ryu	cent2126	Shuri	26.5	127.5	Eurasia	Japanese	Japanese	FALSE	FALSE
bkb	bett1235	Betta Kurumba	11.5	76.75	Eurasia	Southern Dravidian	Dravidian	FALSE	FALSE
rji	raji1240	Raji	28	82.75	Eurasia	Raji-Raute	Sino-Tibetan	FALSE	FALSE
ksn	suoy1242	Kasong	12.75	102.1166667	Eurasia	Pearic	Austro-Asiatic	FALSE	FALSE
nmm	mana1288	Manange	28.58333333	84	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tbx	seke1240	Tangbe	28.91666667	83.75	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tdi	tibe1272	Tibetan (Dingri)	28.5	86.5	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
tdr	tibe1272	Tibetan (Drokpa)	32.25	81.25	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
amt	amdo1237	Amdo (Themchen)	38	98	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
rpa	tibe1272	Rang Pas	30.33333333	79.33333333	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
xns	kana1283	Kanashi	32.08333333	77.25	Eurasia	Bodic	Sino-Tibetan	FALSE	FALSE
wme	wamb1257	Wambule	29.25	85.91666667	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
ybi	yamp1242	Yamphu	27.58333333	87.33333333	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
gyc	jiar1239	Gyarong (Cogtse)	31.5	102	Eurasia	rGyalrong	Sino-Tibetan	FALSE	FALSE
rgc	jiar1239	rGyalrong (Caodeng)	31.66666667	101.75	Eurasia	rGyalrong	Sino-Tibetan	FALSE	FALSE
tvt	tuts1235	Tutsa	27.5	96.5	Eurasia	Northern Naga	Sino-Tibetan	FALSE	FALSE
ral	ralt1242	Ralte	23.75	92.75	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
mhl	misi1242	Miri (Hill):	27.91666667	93.83333333	Eurasia	Tani	Sino-Tibetan	FALSE	FALSE
lic	hlai1239	Hlai (Baoding)	19	109.5	Eurasia	Hlai	Tai-Kadai	FALSE	FALSE
khn	khun1259	Khün	21	100	Eurasia	Kam-Tai	Tai-Kadai	FALSE	FALSE
smp	shom1245	Shompen	7	93.75	Eurasia	Shompen	Shompen	FALSE	FALSE
kbi	inpu1234	Kabui	24.83333333	94	Eurasia	Kuki-Chin	Sino-Tibetan	FALSE	FALSE
lii	ital1275	Lingua Italiana dei Segni	42	13	Eurasia	Sign Languages	other	FALSE	FALSE
lgp	port1277	Língua Gestual Portuguesa	40	-8	Eurasia	Sign Languages	other	FALSE	FALSE
npn	naga1394	Naga Pidgin	25.66666667	94	Eurasia	Creoles and Pidgins	other	FALSE	FALSE
ics	icel1236	Icelandic Sign Language	65	-18	Eurasia	Sign Languages	other	FALSE	FALSE
ths	thai1240	Thai Sign Language	15	101	Eurasia	Sign Languages	other	FALSE	FALSE
bel	belh1239	Belhare	26.96666667	87.3	Eurasia	Mahakiranti	Sino-Tibetan	FALSE	FALSE
goj	guja1253	Gojri	32.75	76.25	Eurasia	Indic	Indo-European	FALSE	FALSE
slg	sulu1241	Sulung	28.33333333	93.25	Eurasia	Sulung	Sulung	FALSE	FALSE
klr	shah1254	Koluri	37	48	Eurasia	Iranian	Indo-European	FALSE	FALSE
fsl	finn1310	Finnish Sign Language	62	26	Eurasia	Sign Languages	other	FALSE	FALSE
lsf	fren1243	Langue des Signes Française	47	3	Eurasia	Sign Languages	other	FALSE	FALSE
ssl	kore1273	South Korean Sign Language	37	128	Eurasia	Sign Languages	other	FALSE	FALSE
